,ep_score
0,-41.804476548132975
1,13.296036023070434
2,33.63479998932628
3,30.15490403227877
4,16.023905758701428
5,19.06998754612119
6,13.611397336521982
7,11.610260401024211
8,10.803290056030509
9,8.614781569068798
10,6.49393917471963
11,8.35840902399608
12,10.533839418793383
13,17.58592663775638
14,13.507610112909521
15,2.8441464619205483
16,0.1888727985378603
17,-0.6436122591513452
18,11.68695715072918
19,8.694197462270443
20,0.18326908204382128
21,-1.2861451432898852
22,12.171906324934875
23,4.828688257802488
24,-6.99717756862765
25,-6.206904959925093
26,1.261436908674843
27,-8.945534565185087
28,-9.36048922592634
29,0.5424512662051367
30,11.775128234062667
31,-0.4092558859381388
32,2.711682417687205
33,14.636041257304692
34,18.09427075297395
35,23.517844407428232
36,22.423165426562214
37,13.254159715141034
38,11.18473734928212
39,11.394110182323152
40,9.407644972439595
41,12.488867272268076
42,19.414688651174927
43,16.26059993311992
44,16.33092080372822
45,22.20731452387305
46,22.99935837420671
47,22.33287088116494
48,-6.179119324620455
49,-23.795652138974003
50,-17.321409477769357
51,-25.1199628576926
52,-17.513463988579574
53,-20.23475943544856
54,4.4176241108956456
55,-19.69819490189145
56,-16.235211712100224
57,-20.982185513181303
58,5.5938554030782095
59,3.7677945666280053
60,-19.520630090246424
61,-17.9985218426406
62,-21.02177305961623
63,-14.896790920089884
64,9.043685556708486
65,3.3734030805633584
66,11.746595685765584
67,22.825479180571605
68,19.18416003102591
69,16.97252808262137
70,29.02995077531041
71,19.16074258653046
72,-4.739544690329603
73,23.29099107620885
74,20.063016553716025
75,25.845299722050378
76,19.018441529076252
77,21.87991884306459
78,9.544967555781936
79,-2.479677704764659
80,0.6487140349066913
81,-17.26288456691113
82,-5.836892081122321
83,2.9690422778488137
84,3.1582354692929617
85,19.517893109208433
86,20.35645729426665
87,19.8149650223424
88,16.947686208251437
89,8.60809299477403
90,-6.5402156143022365
91,3.930450395473344
92,-4.935610207004991
93,0.4965598711616835
94,14.634928024904156
95,7.756509792958821
96,-3.324858319794444
97,4.121951198050117
98,1.7262070740927657
99,-11.641156774107008
100,-23.549900888372406
101,-21.61209227431453
102,-25.66198784719284
103,-20.24541244951141
104,-17.447766219203437
105,-6.893614574820375
106,23.096434814762404
107,13.029790319979663
108,24.826784226771963
109,23.804348334423867
110,8.911441847533345
111,15.666026234865885
112,5.096481477556467
113,-17.77461211413522
114,-28.558286087595388
115,-17.83357998483578
116,-26.898171066790102
117,-14.615859858587742
118,-18.249422390419298
119,7.215821609636499
120,-22.747494649278238
121,-21.844637910321854
122,-24.496509024047338
123,1.4330702421827972
124,14.469261086338886
125,-21.24970405489282
126,-22.34458548377945
127,-19.36523360438156
128,-25.58405376468989
129,-10.647435339830276
130,-3.22404205712357
131,-20.413923387261704
132,-14.928322360665234
133,-1.070219830199739
134,-2.528896523647262
135,7.41455021721423
136,14.670534013698221
137,13.387336576363396
138,16.682137489549532
139,9.532396199362509
140,25.22893716919899
141,14.389530768344219
142,-0.34253676190362964
143,9.905957309131791
144,1.4362439897637473
145,11.319415129548029
146,4.559753181323533
147,-6.976168096065083
148,9.197320020207524
149,-1.8040586349783663
150,16.347015245696376
151,21.602290529707417
152,13.253199561245449
153,34.25501185033463
154,26.13251342993078
155,9.495180794889373
156,16.675740994588963
157,11.484220795400788
158,-2.9765819816533807
159,6.377093097782037
160,-9.471801385056942
161,-7.898728143420241
162,-0.7253683846862233
163,21.7959425731399
164,28.357207399566363
165,5.54588800642418
166,1.2233731043217881
167,13.447590170646228
168,31.219660449763488
169,25.660443994304014
170,33.924665861876605
171,21.53771603069674
172,18.680348078273752
173,16.288776303072208
174,12.029351141525632
175,9.248754658070249
176,13.662378618326175
177,27.34470387228373
178,38.934915646602555
179,37.20262886952811
180,30.98148444578557
181,32.17564688443003
182,9.55795739656626
183,11.781033658354408
184,31.733960003103203
185,32.79024424690143
186,27.296326412955967
187,26.75667316066646
188,21.65248156654757
189,22.066393622438436
190,25.161079360804628
191,14.473175876887435
192,25.538090763047062
193,22.7554835829894
194,3.417466616726117
195,12.419399144199273
196,14.969035840710829
197,17.182281450260287
198,12.242505110170663
199,13.108882353493222
200,18.29821102787007
201,16.281858211013617
202,11.031146596633581
203,12.349339705035627
204,21.468362107453782
205,32.81748396793849
206,21.821250560095937
207,35.47539402899718
208,9.956477761772339
209,17.50610296793385
210,15.030705692528255
211,12.977550219614944
212,3.2021735706562873
213,8.372174250224633
214,14.99930760775729
215,26.63453309573849
216,31.652139432258714
217,24.059941068336148
218,21.91165743803286
219,16.543059774900087
220,16.664453360183487
221,15.010806372229498
222,20.898997875904808
223,7.708403408840653
224,20.109576404089875
225,19.678243025057498
226,8.492103938562089
227,12.84303402946728
228,6.6502166628544135
229,19.017862845269097
230,21.154413983444748
231,7.649830697614104
232,13.517415131006702
233,21.86368181459284
234,19.172933860458656
235,23.09282689471816
236,23.98189953086509
237,24.52628076457403
238,15.767338969944332
239,20.930810333695582
240,19.874550422988605
241,22.229472314547436
242,27.03307253314641
243,32.28583605960379
244,22.2776899206833
245,25.393650336026713
246,26.581810512871964
247,25.50157983426846
248,23.06303014766077
249,24.129546293232455
250,27.11316269030565
251,11.143953356705659
252,14.505798750749554
253,16.573885209398643
254,7.154428485324305
255,16.267342085024303
256,14.249294595706186
257,16.138657139610796
258,18.729540800536462
259,27.307968073704846
260,20.81480449091318
261,15.078253188756795
262,11.835542057591786
