,ep_score
0,81.99886001616098
1,129.52458948558638
2,64.290685758707
3,91.5912239234921
4,129.301565278273
5,92.05050247881084
6,64.10608391731523
7,138.00331407780936
8,63.978613287383844
9,120.0114868236568
10,82.94370642957522
11,138.57579742554233
12,63.71312515656853
13,91.74368835592924
14,73.51587306190098
15,73.6996792649062
16,54.69059359199464
17,63.71190258055971
18,64.17823870108018
19,119.71503102223033
20,92.01210210163777
21,73.32348120101949
22,73.25322515757685
23,73.04969227734217
24,101.49391597410573
25,82.94144692584277
26,138.17675043009916
27,92.54217621344624
28,92.43617571441834
29,72.53437444578097
30,129.37785967635597
31,92.23156121803946
32,63.8980959370447
33,82.91167360271372
34,73.55166299376229
35,73.15847854757891
36,91.89090639058398
37,73.73892346042716
38,73.63030436949094
39,73.11672704331637
40,82.55006548703435
41,83.0531793051428
42,82.57368502205044
43,72.54791361853619
44,120.28674984346918
45,73.12323602359457
46,82.66884366628771
47,92.02427145352719
48,110.64230046217405
49,101.25450938930067
50,119.90525766710427
51,101.74069597468875
52,83.01795544365295
53,147.88939005683162
54,72.90752647371723
55,110.14148319618928
56,91.93578545873193
57,120.4211931755864
58,91.77452979491112
59,120.13816869780001
60,73.40422041404453
61,110.62200844353957
62,73.64712764293307
63,91.48445542414971
64,138.7072737663347
65,110.60907166908342
66,73.18818637283395
67,82.48880755679653
68,100.87593870390275
69,82.71335757373942
70,82.7026999527779
71,119.98496603719981
72,110.37461403498631
73,73.48083180880727
74,119.74683822241211
75,82.6912129700194
76,213.27333011649566
77,73.11799963088495
78,73.12140576746036
79,110.90576918035772
80,119.89688162944849
81,119.92811559036235
82,64.19023677788913
83,83.1325555826707
84,64.16435862950706
85,82.72360113600385
86,101.56641050650336
87,92.2358078370737
88,137.7440457027525
89,119.87255770188902
90,101.5900639310951
91,73.5117017749524
92,73.39364892358064
93,110.75033660107668
94,119.13411952931807
95,91.99830813677303
96,110.86753656821786
97,73.34956972498112
98,101.3404214996923
99,147.87226892934518
100,110.71596818684358
101,101.4220062720133
102,91.86260551346355
103,82.40761218290497
104,82.98797032311627
105,138.72798792264615
106,82.90148234245683
107,120.15400342970094
108,73.41260831528112
109,101.11800341393176
110,110.65822265546997
111,92.03974545773926
112,129.50229027377654
113,82.71879546332303
114,157.48312862447102
115,110.57231923570184
116,63.78142800048162
117,148.33758889014513
118,73.01434579765875
119,157.52951420559077
120,82.87402556382402
121,73.03335048248556
122,82.99319309658559
123,101.75462453058692
124,129.44932191492222
125,92.39482090138779
126,83.14834819529347
127,119.11714759863217
128,120.25752962346108
129,92.35400161766103
130,138.7294803738306
131,110.55938025115027
132,83.01087290533314
133,101.82292137340242
134,73.76944608185643
135,146.81189290167353
136,73.8187219957284
137,92.3231420594038
138,110.70963085984876
139,92.21556328443042
140,82.6360426353183
141,101.84755441778178
142,64.22342674910041
143,221.87337978557215
144,175.54937966780798
145,92.3652433983268
146,82.69340901759915
147,82.4469477584469
148,111.00508540108724
149,110.4784518582753
150,110.69412885287208
151,92.11313906159528
152,110.70829541399941
153,92.36240242715049
154,83.14710838531862
155,120.15235492722648
156,175.97347760452413
157,185.2429369729305
158,101.02704797549363
159,82.42429303188173
160,120.33898131940256
161,92.32559384380664
162,82.88494573258833
163,175.53088338406388
164,92.33057404557843
165,166.797973394155
166,101.29135717387818
167,129.47647953466236
168,138.81834768474582
169,91.83794277308722
170,176.00627444370994
171,91.54377873742612
172,101.66796856599676
173,82.20679953184239
174,101.1433386735605
175,92.16745479351924
176,82.68974823668307
177,92.38652751255401
178,101.45043975139824
179,72.91885363867515
180,63.97045014012039
181,101.41222525372729
182,73.62393713073479
183,110.6068694323274
184,82.9607931139077
185,128.68409703528042
186,119.72521087249407
187,119.60410365502585
188,138.61648809577224
189,92.49062912256576
190,110.76100396716475
191,129.38180367696174
192,82.89532162001791
193,119.48299493646016
194,148.3042868267853
195,110.78253163389086
196,73.68096607875607
197,138.6360154121528
198,83.0403798032664
199,92.13615056302108
200,92.09262222864861
201,120.229193885726
202,82.59821631953344
203,129.2655470336382
204,64.13788710104092
205,82.58616282689361
